target_name                                                                  target_url
Неделя 13. Тест                                                              https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/d61770d362f24eeebb176d8cbb9bb616/0592ae1630b547d0bc20221baa3631e3/
Неделя 14. Занятия                                                           https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/4d8862dfb727403f9f756cb145c6148b/6090ae71aede453f92c1f64a370db40e/
Неделя 14. Занятия текущий раздел                                            https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/4d8862dfb727403f9f756cb145c6148b/6090ae71aede453f92c1f64a370db40e/
Неделя 14. Обсуждение                                                        https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/4d8862dfb727403f9f756cb145c6148b/c21315ebbb184a6d9478b8cfb197088d/
Неделя 14. Тест                                                              https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/4d8862dfb727403f9f756cb145c6148b/bcd5f697a46c43a9b01fc3ba43b63b42/
Неделя 15. Занятия                                                           https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/92476c735b6f497e9f42d5dc28c23b06/3829e2ba490642a4a1280da70a50cc87/
Неделя 15. Занятия текущий раздел                                            https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/92476c735b6f497e9f42d5dc28c23b06/3829e2ba490642a4a1280da70a50cc87/
Неделя 15. Обсуждение                                                        https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/92476c735b6f497e9f42d5dc28c23b06/036dabd85efb4cd6954627dd830ff92a/
Неделя 15. Тест                                                              https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/92476c735b6f497e9f42d5dc28c23b06/728f313b400a4bf1bcb67425175463ad/
Неделя 15. Тест текущий раздел                                               https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/92476c735b6f497e9f42d5dc28c23b06/728f313b400a4bf1bcb67425175463ad/
Неделя 16. Занятия                                                           https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/95d8fa67961c445b88cab04a742ad75d/00914163ea0f4c1f903f5631f7e1f01f/
Неделя 16. Занятия текущий раздел                                            https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/95d8fa67961c445b88cab04a742ad75d/00914163ea0f4c1f903f5631f7e1f01f/
Неделя 16. Обсуждение                                                        https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/95d8fa67961c445b88cab04a742ad75d/0b6b30051eeb4f089045cc29073b5ffb/
Неделя 16. Обсуждение текущий раздел                                         https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/95d8fa67961c445b88cab04a742ad75d/0b6b30051eeb4f089045cc29073b5ffb/
Неделя 16. Тест                                                              https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/95d8fa67961c445b88cab04a742ad75d/b8762b58b0f34ed89459f708d22aa36f/
Неделя 16. Тест текущий раздел                                               https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/95d8fa67961c445b88cab04a742ad75d/b8762b58b0f34ed89459f708d22aa36f/
Неделя 2. Занятия                                                            https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/83921d2d05e848dba220ab52731d2e1b/4badef0dae9746b7a1c21c216c9b1efd/
Неделя 2. Занятия текущий раздел                                             https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/83921d2d05e848dba220ab52731d2e1b/4badef0dae9746b7a1c21c216c9b1efd/
Неделя 2. Обсуждение                                                         https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/83921d2d05e848dba220ab52731d2e1b/73031151783d4226a666e1f207dd77ae/
Неделя 2. Обсуждение текущий раздел                                          https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/83921d2d05e848dba220ab52731d2e1b/73031151783d4226a666e1f207dd77ae/
Неделя 2. Тест                                                               https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/83921d2d05e848dba220ab52731d2e1b/e4cc879293984e6fa21610ee623f3c15/
Неделя 2. Тест текущий раздел                                                https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/83921d2d05e848dba220ab52731d2e1b/e4cc879293984e6fa21610ee623f3c15/
Неделя 3. Занятия                                                            https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/2fa0fe95796b48dfa3be7d65789941b7/8b9c668f60c4428e9590b5eb0b30bb94/
Неделя 3. Занятия текущий раздел                                             https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/2fa0fe95796b48dfa3be7d65789941b7/8b9c668f60c4428e9590b5eb0b30bb94/
Неделя 3. Обсуждение                                                         https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/2fa0fe95796b48dfa3be7d65789941b7/ce43f566c14e4170ace5dd5e5501732e/
Неделя 3. Обсуждение текущий раздел                                          https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/2fa0fe95796b48dfa3be7d65789941b7/ce43f566c14e4170ace5dd5e5501732e/
Неделя 3. Тест                                                               https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/2fa0fe95796b48dfa3be7d65789941b7/29e7c9f15bd44773877e6420fd30e34a/
Неделя 3. Тест текущий раздел                                                https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/2fa0fe95796b48dfa3be7d65789941b7/29e7c9f15bd44773877e6420fd30e34a/
Неделя 4. Занятия                                                            https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/2fecdb68e4aa41399d4ae281fc84522c/19ff311231584195823585cb57b1e95a/
Неделя 4. Занятия текущий раздел                                             https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/2fecdb68e4aa41399d4ae281fc84522c/19ff311231584195823585cb57b1e95a/
Неделя 4. Обсуждение                                                         https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/2fecdb68e4aa41399d4ae281fc84522c/12153341b5784f9793e06210b8103056/
Неделя 4. Тест                                                               https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/2fecdb68e4aa41399d4ae281fc84522c/66c0a6ae2e654190a0209b71d43dd8fa/
Неделя 4. Тест текущий раздел                                                https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/2fecdb68e4aa41399d4ae281fc84522c/66c0a6ae2e654190a0209b71d43dd8fa/
Неделя 5. Занятия                                                            https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/74b80ea4f7c7444e81656b87ba34602f/f4487178e38c4b0382d92f2d50bb0205/
Неделя 5. Занятия текущий раздел                                             https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/74b80ea4f7c7444e81656b87ba34602f/f4487178e38c4b0382d92f2d50bb0205/
Неделя 5. Обсуждение                                                         https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/74b80ea4f7c7444e81656b87ba34602f/77d31f0f4fb746799cfc7c541dbc2f29/
Неделя 5. Тест                                                               https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/74b80ea4f7c7444e81656b87ba34602f/4818493c73044ff89b23d4dae3ca721c/
Неделя 5. Тест текущий раздел                                                https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/74b80ea4f7c7444e81656b87ba34602f/4818493c73044ff89b23d4dae3ca721c/
Неделя 6. Занятия                                                            https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/d55157fe4a9b45c78b899bebb09242fa/e629bb6b22214016b64a54b9a928ecb6/
Неделя 6. Занятия текущий раздел                                             https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/d55157fe4a9b45c78b899bebb09242fa/e629bb6b22214016b64a54b9a928ecb6/
Неделя 6. Обсуждение                                                         https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/d55157fe4a9b45c78b899bebb09242fa/d95da5cebf654d9f82e2f8772855a39d/
Неделя 6. Тест                                                               https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/d55157fe4a9b45c78b899bebb09242fa/0c8dcd8e8de14d6e985a88a63981fa00/
Неделя 6. Тест текущий раздел                                                https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/d55157fe4a9b45c78b899bebb09242fa/0c8dcd8e8de14d6e985a88a63981fa00/
Неделя 7. Занятия                                                            https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/c4cb00be8d0f46f2ae0e61e2be237581/1f6e446e9abb4ca49dd0079165482f53/
Неделя 7. Занятия текущий раздел                                             https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/c4cb00be8d0f46f2ae0e61e2be237581/1f6e446e9abb4ca49dd0079165482f53/
Неделя 7. Обсуждение                                                         https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/c4cb00be8d0f46f2ae0e61e2be237581/5cd40f603a0e479b897ce2f7f6d03d38/
Неделя 7. Тест                                                               https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/c4cb00be8d0f46f2ae0e61e2be237581/f0d2a1a57c4b48fcb8398b54d80dbbc0/
Неделя 7. Тест текущий раздел                                                https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/c4cb00be8d0f46f2ae0e61e2be237581/f0d2a1a57c4b48fcb8398b54d80dbbc0/
Неделя 8. Занятия                                                            https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/8161ea56651c4233a811322907404cd6/375bb58eabfb4729a697016f148d47f7/
Неделя 8. Обсуждение                                                         https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/8161ea56651c4233a811322907404cd6/16e44c11ab604972a9a127591fbdcae3/
Неделя 8. Обсуждение текущий раздел                                          https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/8161ea56651c4233a811322907404cd6/16e44c11ab604972a9a127591fbdcae3/
Неделя 8. Тест                                                               https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/8161ea56651c4233a811322907404cd6/bc6d7473610946e3bffa9afe24c633cf/
Неделя 8. Тест текущий раздел                                                https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/8161ea56651c4233a811322907404cd6/bc6d7473610946e3bffa9afe24c633cf/
Неделя 9. Занятия                                                            https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/b2041482a0d84129bf5e24ff99fad363/8dac9a1635ca40aba1edcc2f54ab9a23/
Неделя 9. Занятия текущий раздел                                             https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/b2041482a0d84129bf5e24ff99fad363/8dac9a1635ca40aba1edcc2f54ab9a23/
Неделя 9. Обсуждение                                                         https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/b2041482a0d84129bf5e24ff99fad363/f0bfdf27c8e540468d65b39addf4b567/
Неделя 9. Тест                                                               https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/b2041482a0d84129bf5e24ff99fad363/c024e65f2e8b46b88a5dc76a540cf091/
Неделя 9. Тест текущий раздел                                                https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/b2041482a0d84129bf5e24ff99fad363/c024e65f2e8b46b88a5dc76a540cf091/
Промежуточный экзамен                                                        https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/8161ea56651c4233a811322907404cd6/f865962622564175a9910cf1e2f828fc/
Промежуточный экзамен текущий раздел                                         https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/8161ea56651c4233a811322907404cd6/f865962622564175a9910cf1e2f828fc/
                                                                             https://courses.openedu.ru/asset-v1:spbstu+DATAM+fall_2016+type@asset+block@Лек14_Tran_ч2.pdf
                                                                             https://courses.openedu.ru/asset-v1:spbstu+DATAM+fall_2016+type@asset+block@презентация_1_-ч2.pdf
                                                                             https://courses.openedu.ru/assets/courseware/v1/6df20eb96524bd4956b8a32b1c6a7385/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/н15_лаб_mssql.pdf
                                                                             https://courses.openedu.ru/assets/courseware/v1/81b9be368f0b5128014913c804dded2a/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Конспект_11нед_SELECT_GROUPBY-JOIN_ч2.pdf
                                                                             https://courses.openedu.ru/assets/courseware/v1/42ee19c8c5da92d825ad17121fb3f8d7/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Практика_4нед_условия_задач.pdf
                                                                             https://courses.openedu.ru/asset-v1:spbstu+DATAM+fall_2016+type@asset+block@Презентация_3нед_РМД_ч1.pdf
                                                                             https://courses.openedu.ru/assets/courseware/v1/6735a8a003ecc7c1a8e5007bec65b0d1/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Н10_лаб1_mssql_ответы.zip
                                                                             https://courses.openedu.ru/assets/courseware/v1/aee61e257e8e6d26541b988a56a7bf15/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Конспект_10нед_SQL-DML_ч1.pdf
                                                                             https://courses.openedu.ru/assets/courseware/v1/9faf2c2db2565b67cefb3f9339798852/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Н5_лаб2.pdf
                                                                             https://courses.openedu.ru/assets/courseware/v1/954722164e8aa576576cf37e930a7730/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Лаб_9нед_Oracle_1_ответы.sql
                                                                             https://courses.openedu.ru/assets/courseware/v1/e98caa7b15386d71e3c35923117e5814/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Лаб_13нед_Oracle_2.pdf
                                                                             https://courses.openedu.ru/assets/courseware/v1/05e8b9ca9a153a60d9bbc94f5033e4eb/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Конспект_УД_8_1.pdf
                                                                             https://courses.openedu.ru/asset-v1:spbstu+DATAM+fall_2016+type@asset+block@Лек7_ER_ч1.pdf
                                                                             https://openedu.ru/course
                                                                             http://www.sql.ru/docs/sql/u_sql/ch13.shtml
                                                                             https://courses.openedu.ru/assets/courseware/v1/a9e5f6cc8d3b9a15ecb2122b1d6c5a32/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/change_nls_length_semantics.sql
                                                                             https://courses.openedu.ru/assets/courseware/v1/70c24d15d0e81ed54fc3ac8548887a8d/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Н11_лаб1_mssql_ответы.zip
                                                                             https://courses.openedu.ru/assets/courseware/v1/6eeb88d8c014cfdb6251ff00a2ecbd87/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Конспект_УД_16_1.pdf
                                                                             https://www.youtube.com/watch?v=o5L2HUb_mqQ
                                                                             https://courses.openedu.ru/asset-v1:spbstu+DATAM+fall_2017+type@asset+block@SQLQuery16.sql
                                                                             https://courses.openedu.ru/assets/courseware/v1/43b2a4fca53eb2ec5e1a2724b0289dea/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Н8_лаб1.pdf
                                                                             https://courses.openedu.ru/asset-v1:spbstu+DATAM+fall_2016+type@asset+block@Лек14_Tran_ч1.pdf
                                                                             https://courses.openedu.ru/assets/courseware/v1/1215adc9f13a0bc94b11517287ca40a4/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Конспект_УД_2_2.pdf
                                                                             http://www.sql.ru/docs/sql/u_sql/ch10.shtml
                                                                             https://erdplus.com/
                                                                             http://npoed.ru/about
                                                                             http://citforum.ru/database/advanced_intro/13.shtml#4.1
                                                                             http://www.openoffice.org/ru/
                                                                             https://courses.openedu.ru/assets/courseware/v1/e9c62f7761752531e576ca18a311c907/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/LIB.MDB
                                                                             https://courses.openedu.ru/assets/courseware/v1/ed46239b9acb6ecd182884c4b36b023e/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/lib.zip
                                                                             https://courses.openedu.ru/assets/courseware/v1/379b551fe9ebde517bf6297496d548c5/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Лаб_13нед_Oracle_1.pdf
                                                                             https://courses.openedu.ru/assets/courseware/v1/951028608c91da2b8d4ae8ca26bb9dcd/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Н12_лаб1_mssql.pdf
                                                                             https://courses.openedu.ru/assets/courseware/v1/2a6db34eb421049f8c5304be8e50052e/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Н13_лаб1_mssql_1.zip
                                                                             https://courses.openedu.ru/assets/courseware/v1/b925b9974c7d533af81e4adb6f6ff935/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Конспект_УД_6_2.pdf
                                                                             https://courses.openedu.ru/assets/courseware/v1/78370a667489ba8811fe2bafecd72b04/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Конспект_УД_16_2.pdf
                                                                             https://courses.openedu.ru/assets/courseware/v1/e3fbdfa8ab5acfe97fef3a5ea6b71d80/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/lib_1.accdb
                                                                             https://courses.openedu.ru/assets/courseware/v1/82dd22a0cb95fbb1fd7864b359386c91/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Лаб_16нед_Oracle.pdf
                                                                             https://courses.openedu.ru/assets/courseware/v1/4fa1f5b029127eaa8ccbd41c12b9d94d/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Конспект_11нед_SELECT_GROUPBY-JOIN_ч1.pdf
                                                                             https://courses.openedu.ru/assets/courseware/v1/ee74579804bdb0ad6f38c69c8da55519/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Лаб_13нед_Oracle_2_ответы.sql
                                                                             https://courses.openedu.ru/assets/courseware/v1/4732f1033e7751f9921c70735daafcab/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Lab7-1_RS.zip
                                                                             http://docs.oracle.com/cd/E11882_01/server.112/e41084/statements_7002.htm#SQLRF01402
                                                                             http://www.sql.ru/docs/sql/u_sql/ch16.shtml
                                                                             https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware
                                                                             https://courses.openedu.ru/assets/courseware/v1/ec10d0345ccb1d0663bd8df39e673cd9/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Конспект_12нед_SQL_SUBQUERY-SET_ч1.pdf
                                                                             https://courses.openedu.ru/assets/courseware/v1/681680692d55a580a186514bbe6b6916/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Конспект_3нед_РМД_ч1.pdf
                                                                             https://courses.openedu.ru/assets/courseware/v1/9cf2a3734710599f7e996bf3964e2e1e/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Лаб5_1_набор.zip
                                                                             http://citforum.ru/database/advanced_intro/13.shtml#4.2
                                                                             https://studio.openedu.ru/container/block-v1:spbstu+DATAM+spring_2019+type@vertical+block@30c4c40efe714674a729a03893318899
                                                                             https://courses.openedu.ru/assets/courseware/v1/248863c4b58de8b9c998ba50b89f0072/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Н8_лаб2.pdf
                                                                             https://courses.openedu.ru/assets/courseware/v1/f8364efa214d9743e0bff8884fa95724/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/user_create_Oracle.sql
                                                                             https://courses.openedu.ru/assets/courseware/v1/d3534d17c293ce5277ef7ca2a54aed89/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/База-образец_картинками2.pdf
                                                                             https://courses.openedu.ru/assets/courseware/v1/69c4327ebc92009e1428cdd8bb305797/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/н15_лаб_mssql_ответы.zip
                                                                             https://courses.openedu.ru/assets/courseware/v1/18ba01017ea842f6d5873862732b62b1/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Н8_лаб2_ответы.zip
                                                                             https://courses.openedu.ru/asset-v1:spbstu+DATAM+fall_2016+type@asset+block@Лек6_НФБК_ч1.pdf
                                                                             https://courses.openedu.ru/assets/courseware/v1/0229b7b473c6ffe05678e6d7ac247765/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Н6_лаб1_Ответы.zip
                                                                             https://courses.openedu.ru/assets/courseware/v1/69a4b43ea34743e770618062c5802573/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Н13_лаб2_mssql_2.zip
                                                                             https://courses.openedu.ru/assets/courseware/v1/143be39c463f57692e6d5da6c4e05f29/asset-v1:spbstu+DATAM+spring_2019+type@asset+block/Конспект_9нед_SQL-DDL_ч1.pdf
                                                                             https://courses.openedu.ru/asset-v1:spbstu+DATAM+fall_2016+type@asset+block@Лек2_Модели_ч2.pdf
                                                                             https://courses.openedu.ru/asset-v1:spbstu+DATAM+fall_2016+type@asset+block@Презентация_12нед_SQL-SUBQUERY_SET_ч1.pdf
                                                                             http://citforum.ru/database/advanced_intro/72.shtml#21.2
                                                                             http://www.intuit.ru/studies/courses/4/4/lecture/104
